Gene Symbol,-2_diff,-1_diff,0_diff,1_diff,2_diff
RAPSN,0.17,7.17,-3.44,-3.71,-0.2
RARA,0.17,7.26,-12.79,5.37,0.0
RARB,0.0,2.01,-7.81,6.58,-0.78
RARG,-0.59,-0.35,-4.79,5.75,-0.03
RARRES1,-0.03,-0.35,-10.59,10.44,0.52
RARRES2,0.0,0.74,-49.16,48.95,-0.54
RARRES3,0.0,12.48,-5.7,-6.59,-0.2
RARS,-0.07,-2.12,-3.46,5.85,-0.2
RARS2,0.0,11.07,-13.67,2.61,0.0
RASA1,0.17,0.17,-5.78,5.43,0.0
RASA2,0.17,1.1,-12.25,10.46,0.52
RASA3,-0.44,9.33,-10.98,2.88,-0.78
RASA4,0.0,0.44,-49.23,49.06,-0.26
RASA4P,0.0,1.11,-55.46,54.62,-0.26
RASAL1,-0.61,-1.38,-2.66,5.07,-0.42
RASAL2,0.0,0.21,-9.4,9.2,0.0
RASAL3,0.0,2.07,-19.72,18.11,-0.46
RASD1,0.17,8.57,-13.84,5.09,0.0
RASD2,-0.2,21.72,-22.49,1.36,-0.39
RASEF,0.17,2.68,-11.14,8.31,-0.03
RASGEF1A,0.34,64.1,-63.52,-0.73,-0.2
RASGEF1B,-0.39,-7.03,3.96,3.3,0.17
RASGEF1C,-0.22,-0.99,-4.54,6.33,-0.59
RASGRF1,-0.03,8.89,-11.71,2.83,0.0
RASGRF2,0.17,0.17,-5.75,5.43,-0.03
RASGRP1,-0.05,14.57,-16.74,2.04,0.17
RASGRP2,0.0,12.7,-6.28,-6.42,0.0
RASGRP3,0.17,2.72,-5.45,2.56,0.0
RASGRP4,0.0,-34.8,6.88,27.83,0.1
RASIP1,-0.78,-31.39,8.68,23.51,0.0
RASL10A,-0.03,21.71,-23.17,1.51,-0.03
RASL10B,0.17,7.96,-12.62,4.51,-0.03
RASL11A,-0.64,9.41,-10.89,2.5,-0.39
RASL11B,-0.2,-3.49,-4.44,4.57,3.57
RASL12,0.0,8.66,-11.8,3.15,0.0
RASSF1,-0.98,1.21,-7.16,6.93,0.0
RASSF10,-1.42,3.39,0.78,-2.56,-0.2
RASSF2,0.0,1.72,-31.21,29.88,-0.39
RASSF3,0.34,1.4,-6.85,4.45,0.66
RASSF4,0.0,65.16,-64.23,-0.71,-0.22
RASSF5,0.0,0.78,-10.86,9.57,0.52
RASSF6,-0.59,-6.79,3.91,3.3,0.17
RASSF7,-2.83,5.31,0.26,-2.7,-0.03
RASSF8,0.0,4.36,-6.75,2.68,-0.29
RASSF9,0.32,-1.55,-4.37,5.46,0.14
RAVER1,0.0,1.82,-19.8,18.72,-0.76
RAVER2,0.17,-32.37,21.02,11.01,0.17
RAX,0.0,-1.3,-5.16,6.85,-0.39
RAX2,0.17,1.34,-19.24,19.19,-1.46
RB1,1.58,12.91,-14.9,0.61,-0.2
RB1CC1,0.0,6.41,-6.03,-0.56,0.17
RBAK,-0.78,-0.46,-56.22,56.82,0.64
RBAK-LOC389458,-0.78,-0.46,-56.22,56.82,0.64
RBBP4,0.0,-30.0,18.48,11.01,0.52
RBBP5,0.0,-1.31,-14.17,11.83,3.66
RBBP6,0.17,10.79,-15.63,4.5,0.17
RBBP8,-0.2,-1.65,-4.47,6.15,0.17
RBBP9,-0.39,2.21,-31.34,29.71,-0.2
RBCK1,-0.2,1.63,-31.43,30.42,-0.42
RBFA,-0.78,-0.78,-5.25,6.32,0.49
RBFOX1,0.0,10.1,-14.83,4.57,0.14
RBFOX2,-0.2,21.69,-22.3,1.39,-0.59
RBFOX3,0.17,6.61,-11.55,5.96,-1.2
RBKS,0.0,3.08,-5.65,2.39,0.17
RBL1,0.0,2.33,-31.68,29.33,0.0
RBL2,0.0,12.56,-15.22,2.67,0.0
RBM11,0.32,1.09,-7.46,5.72,0.34
RBM12,0.0,2.16,-31.5,29.33,0.0
RBM12B,0.0,5.75,-0.62,-4.67,-0.46
RBM14,0.0,13.12,-6.79,-6.33,0.0
RBM14-RBM4,0.0,13.12,-6.79,-6.33,0.0
RBM15,-0.2,-31.32,21.12,10.4,0.0
RBM15B,-0.98,1.04,-7.06,7.0,0.0
RBM17,0.17,65.2,-55.92,-8.99,-0.46
RBM18,0.0,1.88,-10.61,8.58,0.14
RBM19,-0.61,-0.97,-2.87,4.89,-0.44
RBM20,-0.81,64.79,-64.28,0.32,-0.03
RBM22,0.17,-0.7,-4.77,5.5,-0.2
RBM23,0.17,16.76,-18.7,2.61,-0.83
RBM24,-0.39,6.97,-8.84,2.49,-0.22
RBM25,-0.03,6.26,-9.58,3.17,0.17
RBM26,-0.26,11.13,-11.8,1.13,-0.2
RBM26-AS1,-0.26,11.13,-11.8,1.13,-0.2
RBM27,0.0,-1.07,-4.24,5.5,-0.2
RBM28,0.0,-0.09,-48.09,48.39,-0.21
RBM33,0.17,1.21,-49.72,48.88,-0.54
RBM34,-0.59,-0.01,-9.07,9.32,0.34
RBM38,0.17,2.11,-31.4,28.6,0.52
RBM39,0.0,2.16,-31.5,29.33,0.0
RBM4,0.0,13.12,-7.14,-5.98,0.0
RBM42,0.0,-33.39,5.14,28.86,-0.61
RBM43,0.17,1.86,-5.01,2.98,0.0
RBM44,-3.2,0.18,-0.03,3.05,0.0
RBM45,-0.03,2.47,-5.65,2.85,0.34
RBM46,-1.42,-11.45,8.65,4.22,0.0
RBM47,-0.2,-1.75,-1.33,3.47,-0.2
RBM48,0.0,0.27,-53.13,50.89,1.97
RBM4B,0.0,13.12,-7.14,-5.98,0.0
RBM5,-0.98,1.26,-7.33,7.27,-0.22
RBM6,-0.98,1.26,-7.33,7.44,-0.39
RBM7,0.0,11.5,-0.31,-10.39,-0.81
RBM8A,0.0,-14.05,4.22,9.86,-0.03
RBMS1,0.17,2.0,-5.15,2.8,0.17
RBMS2,-0.22,-0.13,-6.49,5.54,1.3
RBMS3,0.17,0.96,-6.39,6.05,-0.78
RBMXL1,0.0,-30.31,19.91,10.59,-0.2
RBMXL2,-2.22,3.69,1.46,-2.53,-0.39
RBP1,0.0,1.47,-12.1,10.46,0.17
RBP2,0.0,1.47,-12.1,10.46,0.17
RBP3,0.17,65.85,-64.92,-0.88,-0.22
RBP4,0.0,66.16,-66.28,0.14,-0.03
RBP5,0.0,5.31,-4.09,1.04,-2.27
RBP7,-0.03,-21.86,11.83,9.88,0.17
RBPJ,-0.2,-1.94,-0.96,3.15,-0.05
RBPJL,0.0,2.14,-31.16,28.85,0.17
RBPMS,0.34,8.04,-8.27,0.07,-0.2
RBPMS2,0.0,8.28,-10.92,2.83,-0.2
RBX1,-0.03,21.25,-22.21,1.56,-0.59
RC3H1,0.0,0.06,-9.6,9.55,0.0
RC3H2,0.0,1.9,-10.63,8.58,0.14
RCAN1,0.17,1.03,-7.5,6.5,-0.2
RCAN2,0.0,9.69,-12.39,2.9,-0.2
RCAN3,0.0,-27.39,17.41,9.8,0.17
RCAN3AS,0.0,-27.39,17.41,9.8,0.17
RCBTB1,0.18,14.46,-15.07,0.64,-0.2
RCBTB2,0.89,13.42,-14.56,0.44,-0.2
RCC1,0.0,-28.3,17.83,10.15,0.32
RCC2,0.0,-27.9,16.55,11.38,-0.03
RCCD1,-0.03,8.92,-11.82,2.76,0.17
RCE1,0.0,12.93,-6.57,-5.95,-0.39
RCHY1,-0.39,-7.55,4.67,3.1,0.17
RCL1,-0.83,14.35,-18.17,4.48,0.17
RCN1,0.0,3.92,-2.89,-1.9,0.86
RCN2,-0.03,8.89,-11.85,2.98,0.0
RCN3,-0.98,-31.39,9.07,23.16,0.14
RCOR1,0.17,6.72,-10.15,3.27,-0.03
RCOR2,0.0,12.87,-6.23,-6.64,0.0
RCOR3,0.17,1.73,-10.98,8.73,0.34
RCSD1,0.17,-0.12,-9.77,9.55,0.17
RCVRN,0.17,10.63,-14.08,3.67,-0.39
RD3,0.17,1.9,-10.98,8.56,0.34
RDBP,0.0,7.92,-10.41,2.68,-0.2
RDH10,0.0,5.85,-4.39,-1.44,-0.03
RDH11,-0.03,6.68,-10.37,3.53,0.17
RDH12,-0.22,6.71,-10.03,3.36,0.17
RDH13,-2.77,-35.5,12.42,25.87,-0.03
RDH14,-0.03,1.78,-4.45,2.37,0.32
RDH16,0.0,-0.1,-6.33,6.02,0.42
RDH5,-0.22,-0.86,-4.94,5.54,0.49
RDH8,0.0,1.82,-19.83,18.89,-0.9
RDM1,0.17,7.82,-12.47,4.68,-0.2
RDX,0.0,11.67,-2.17,-9.46,-0.05
REC8,-0.2,16.91,-17.75,2.21,-1.17
RECK,0.52,13.41,-21.4,7.32,0.14
RECQL,0.17,4.73,-7.02,2.63,-0.51
RECQL4,-1.57,5.88,3.03,-4.64,-2.71
RECQL5,0.0,5.11,-10.95,6.72,-0.88
REEP1,0.0,2.47,-5.91,2.96,0.49
REEP2,0.0,-0.58,-4.53,5.3,-0.2
REEP3,0.52,66.95,-67.34,-0.26,0.14
REEP4,-0.2,7.96,-8.72,0.79,0.17
REEP5,0.0,-0.32,-5.11,5.43,0.0
REEP6,0.17,1.7,-20.1,19.7,-1.49
REG1A,0.0,2.79,-5.03,2.24,0.0
REG1B,0.0,2.79,-5.03,2.24,0.0
REG1P,0.0,2.79,-5.03,2.24,0.0
REG3A,0.0,2.79,-5.03,2.24,0.0
REG3G,0.0,2.79,-5.03,2.24,0.0
REG4,-0.22,-30.56,20.88,9.9,0.0
REL,0.0,2.39,-4.46,1.9,0.17
RELA,0.0,13.42,-6.75,-6.64,-0.03
RELB,-0.81,-35.3,11.77,24.37,-0.03
RELL1,-0.03,-2.29,-1.35,3.66,0.0
RELL2,0.0,-0.63,-4.68,5.5,-0.2
RELN,0.0,0.44,-49.03,48.86,-0.26
RELT,0.17,13.12,-5.62,-7.28,-0.39
REM1,0.0,2.36,-32.26,29.91,0.0
REM2,0.17,16.76,-18.7,2.61,-0.83
REN,0.0,-1.1,-13.94,10.8,4.23
REP15,0.17,3.83,-6.43,2.34,0.1
REPIN1,0.0,0.74,-49.16,48.95,-0.54
REPS1,-0.22,13.43,-16.02,2.8,0.0
RER1,-0.64,-22.84,11.91,11.08,0.49
RERE,1.45,-19.35,8.37,9.36,0.17
REREP3,-0.42,11.15,-12.91,2.36,-0.2
RERG,0.34,6.16,-7.47,1.36,-0.39
RERGL,0.0,6.06,-7.7,2.31,-0.65
RESP18,-0.03,1.39,-3.84,2.46,0.0
REST,-0.39,-4.16,-0.99,4.05,1.48
RET,0.17,64.27,-63.52,-0.73,-0.2
RETN,0.0,1.81,-19.33,18.95,-1.42
RETNLB,-0.78,1.74,-9.87,8.94,-0.03
RETSAT,0.0,2.64,-5.91,2.76,0.52
REV1,0.0,2.86,-5.66,2.63,0.17
REV3L,0.17,11.02,-14.14,2.78,0.17
REXO1,0.17,1.7,-20.27,19.53,-1.15
REXO1L1,0.0,5.38,-3.46,-1.9,-0.03
REXO1L2P,0.0,5.38,-3.46,-1.9,-0.03
REXO2,0.0,11.5,-0.5,-10.39,-0.61
REXO4,0.0,3.74,-10.76,7.24,-0.22
RFC1,-0.2,-1.58,-2.07,3.66,0.17
RFC2,-0.39,-0.12,-57.52,56.2,1.84
RFC3,-0.64,10.33,-10.6,1.13,-0.22
RFC4,-0.03,1.32,-13.87,11.77,0.81
RFC5,-0.03,-1.01,-3.53,5.21,-0.64
RFESD,0.34,-0.49,-5.48,5.63,0.0
RFFL,0.17,7.62,-12.64,5.04,-0.2
RFK,0.34,2.12,-11.12,8.48,0.17
RFNG,-0.39,7.94,-10.87,4.69,-1.37
RFPL1,0.0,22.06,-23.34,1.49,-0.2
RFPL1-AS1,0.0,22.06,-23.34,1.49,-0.2
RFPL2,0.0,23.28,-24.43,1.36,-0.22
RFPL3,0.0,23.23,-24.03,1.19,-0.39
RFPL3-AS1,0.0,23.23,-24.03,1.19,-0.39
RFPL4A,-2.99,-35.84,12.27,26.77,-0.22
RFPL4B,0.17,11.54,-14.83,3.13,0.0
RFT1,-0.44,0.5,-6.83,6.97,-0.2
RFTN1,0.17,1.3,-6.64,5.59,-0.42
RFTN2,0.17,1.81,-4.98,3.0,0.0
RFWD2,0.34,0.38,-10.43,9.91,-0.2
RFWD3,0.0,11.75,-14.73,2.98,0.0
RFX1,0.0,1.7,-19.7,18.63,-0.64
RFX2,0.17,2.12,-18.45,17.38,-1.23
RFX3,-0.48,13.48,-17.8,4.65,0.17
RFX4,0.14,-2.19,-3.02,5.08,-0.03
RFX5,0.0,-0.41,-9.21,9.67,-0.05
RFX6,0.0,11.37,-14.34,2.97,0.0
RFX7,0.17,9.64,-12.32,2.51,0.0
RFX8,0.17,3.57,-6.38,2.46,0.17
RFXANK,0.17,2.39,-21.17,19.0,-0.39
RFXAP,-0.44,11.99,-12.27,0.94,-0.22
RG9MTD1,-0.78,1.25,-9.18,8.94,-0.22
RG9MTD2,-0.22,-7.97,4.52,3.32,0.34
RG9MTD3,0.0,15.22,-22.08,6.68,0.17
RGL1,0.0,-0.36,-10.07,10.62,-0.2
RGL2,0.0,8.53,-10.82,2.88,-0.59
RGL3,0.0,1.65,-19.53,19.12,-1.24
RGL4,0.0,19.28,-20.62,1.93,-0.59
RGMA,-0.03,8.75,-11.09,2.39,-0.03
RGMB,0.17,0.07,-5.31,5.26,-0.2
RGNEF,0.0,0.32,-6.51,6.19,0.0
RGP1,0.0,13.89,-22.26,8.04,0.32
RGPD1,0.0,3.15,-5.77,2.61,0.0
RGPD2,0.0,3.15,-5.6,2.44,0.0
RGPD3,0.0,4.09,-6.72,2.46,0.17
RGPD4,0.0,4.06,-6.69,2.29,0.34
RGPD5,-0.2,3.91,-6.16,2.27,0.17
RGPD6,-0.2,4.09,-6.16,2.1,0.17
RGPD8,0.0,3.4,-6.0,2.61,0.0
RGR,0.34,65.76,-65.47,-0.44,-0.2
RGS1,0.0,0.11,-10.39,10.28,0.0
RGS10,-1.79,63.05,-61.59,0.17,0.14
RGS11,-0.03,12.63,-16.91,3.79,0.52
RGS12,0.0,0.17,-2.63,2.86,-0.39
RGS13,0.0,0.11,-10.39,10.28,0.0
RGS14,-0.39,-0.79,-5.1,6.68,-0.39
RGS16,0.0,-0.16,-9.56,9.91,-0.2
RGS17,-0.42,12.32,-14.49,2.61,-0.03
RGS18,0.17,0.11,-10.56,10.28,0.0
RGS19,-0.39,2.51,-31.19,28.99,0.08
RGS2,0.0,0.11,-10.03,9.91,0.0
RGS20,0.0,6.41,-5.8,-0.78,0.17
RGS21,0.17,0.11,-10.37,10.28,-0.2
RGS22,0.0,5.46,0.89,-5.15,-1.2
RGS3,0.0,1.75,-10.51,8.78,-0.03
RGS4,0.0,-0.29,-8.84,9.33,-0.2
RGS5,0.0,-0.29,-8.65,9.33,-0.39
RGS6,0.14,6.81,-10.32,3.36,0.0
RGS7,-0.05,-0.96,-8.21,8.91,0.32
RGS7BP,0.0,1.86,-7.85,5.99,0.0
RGS8,0.0,-0.16,-9.56,9.91,-0.2
RGS9,0.0,4.91,-10.04,5.94,-0.81
RGS9BP,0.17,-32.7,3.01,29.57,-0.05
RGSL1,0.0,-0.16,-9.56,9.91,-0.2
RHAG,0.0,10.06,-12.57,3.1,-0.59
RHBDD1,-0.42,1.32,-3.2,2.29,0.0
RHBDD2,-0.2,-0.12,-57.46,55.75,2.02
RHBDD3,0.0,21.89,-22.83,0.97,-0.03
RHBDF1,-0.03,12.63,-16.91,3.79,0.52
RHBDF2,0.0,5.21,-10.39,5.86,-0.68
RHBDL1,-0.03,12.63,-16.91,3.79,0.52
RHBDL2,0.0,-31.51,19.99,11.18,0.34
RHBDL3,-0.2,7.28,-13.22,5.8,0.34
RHBG,0.0,-0.07,-9.44,9.62,-0.12
RHCE,0.0,-27.9,17.76,9.97,0.17
RHCG,0.17,8.72,-11.51,2.44,0.17
RHD,0.0,-27.9,17.93,9.8,0.17
RHEB,0.0,0.77,-49.53,49.33,-0.56
RHEBL1,-0.64,0.37,-5.97,6.1,0.14
RHO,-0.59,2.99,-11.81,9.41,0.0
RHOA,-0.78,1.4,-8.61,8.18,-0.2
RHOB,-0.03,1.44,-4.79,2.71,0.66
RHOBTB1,0.0,67.32,-66.47,-0.83,-0.03
RHOBTB2,-0.2,8.16,-8.19,0.25,-0.03
RHOBTB3,0.34,-0.49,-5.48,5.82,-0.2
RHOC,-0.2,-30.98,20.93,10.24,0.0
RHOD,0.0,13.1,-6.9,-5.81,-0.39
RHOF,0.17,-0.82,-2.97,4.26,-0.64
RHOG,-2.81,2.9,2.32,-2.39,-0.03
RHOH,-0.2,-1.58,-2.07,3.66,0.17
RHOJ,0.14,6.31,-10.03,3.56,0.0
RHOQ,0.0,2.03,-4.23,2.39,-0.2
RHOT1,-0.2,7.26,-12.83,5.6,0.17
RHOT2,-0.03,12.63,-16.91,3.79,0.52
RHOU,-0.2,1.59,-10.13,8.58,0.14
RHOV,-0.03,13.36,-15.9,2.38,0.17
RHPN1,-0.98,5.02,3.5,-4.67,-2.88
RHPN2,0.17,-32.92,3.25,29.37,0.13
RIBC2,-0.07,21.48,-22.01,1.0,-0.39
RIC3,-2.02,3.35,1.78,-2.7,-0.39
RIC8A,-2.83,5.31,0.26,-2.7,-0.03
RIC8B,0.14,-2.19,-2.85,5.08,-0.2
RICTOR,0.0,0.46,-6.37,6.1,-0.2
RIF1,0.17,1.86,-5.18,2.98,0.17
RIIAD1,0.0,-0.41,-8.89,9.16,0.14
RILP,0.0,11.74,-14.29,2.93,-0.39
RILPL1,0.0,-1.01,-3.07,4.73,-0.64
RILPL2,0.0,-0.65,-2.88,4.34,-0.81
RIMBP2,0.17,1.54,-4.05,3.54,-1.2
RIMBP3,0.34,19.48,-22.04,2.28,-0.05
RIMBP3B,0.34,19.48,-22.04,2.28,-0.05
RIMBP3C,0.34,19.48,-22.04,2.28,-0.05
RIMKLA,0.0,-31.84,21.02,10.66,0.14
RIMKLB,0.34,5.91,-5.36,1.28,-2.18
RIMS1,0.17,9.93,-13.44,3.34,0.0
RIMS2,0.0,5.43,1.65,-5.52,-1.57
RIMS3,0.17,-31.15,19.98,10.66,0.34
RIMS4,0.0,2.31,-31.52,29.22,0.0
RIN1,0.0,13.29,-6.99,-6.3,0.0
RIN2,-0.59,1.85,-30.57,29.51,-0.2
RIN3,0.32,5.57,-9.38,3.69,-0.2
RING1,0.0,8.34,-11.02,2.88,-0.2
RINL,0.0,-34.32,6.71,27.54,0.08
RINT1,0.0,0.44,-48.64,48.27,-0.07
RIOK1,-0.39,7.54,-8.66,1.9,-0.39
RIOK2,0.17,-0.1,-5.53,5.46,0.0
RIOK3,-0.2,-1.46,-4.67,6.15,0.17
RIPK1,-0.61,6.6,-8.92,2.79,0.14
RIPK2,0.0,5.38,-2.41,-2.93,-0.05
RIPK3,-0.2,16.57,-17.58,2.21,-1.0
RIPK4,0.0,2.04,-8.32,6.47,-0.2
RIPPLY2,0.0,10.96,-13.94,3.17,-0.2
RIT1,0.0,-0.07,-10.34,10.85,-0.44
RIT2,0.0,-1.21,-5.28,6.51,-0.03
RLBP1,0.17,8.72,-11.51,2.44,0.17
RLF,0.0,-30.81,19.8,10.66,0.34
RLN1,-0.81,13.99,-17.66,4.3,0.17
RLN2,-0.81,14.51,-18.0,4.13,0.17
RLN3,0.0,1.7,-19.7,18.44,-0.44
RLTPR,0.0,11.62,-14.44,2.81,0.0
RMI1,0.0,2.53,-11.0,8.48,-0.03
RMI2,0.0,8.35,-13.45,4.75,0.34
RMND1,-0.42,11.95,-14.14,2.61,0.0
RMND5A,0.0,2.67,-5.42,2.59,0.17
RMND5B,-0.39,-0.65,-4.73,6.36,-0.59
RMRP,0.0,14.05,-22.43,8.23,0.14
RMST,0.34,-1.35,-4.05,5.26,-0.2
RNASE1,0.0,17.32,-19.28,2.75,-0.81
RNASE10,0.0,17.35,-19.1,2.93,-1.17
RNASE11,0.0,17.52,-19.1,2.75,-1.17
RNASE12,0.0,17.52,-19.1,2.75,-1.17
RNASE13,0.0,16.96,-19.59,3.44,-0.81
RNASE2,0.0,17.15,-19.79,3.44,-0.81
RNASE3,0.0,17.15,-19.79,3.44,-0.81
RNASE4,0.0,17.15,-18.93,2.75,-0.98
RNASE6,0.0,17.32,-19.28,2.75,-0.81
RNASE7,0.0,16.96,-19.59,3.44,-0.81
RNASE8,0.0,16.96,-19.59,3.44,-0.81
RNASE9,0.0,17.52,-19.28,2.93,-1.17
RNASEH1,-0.2,1.69,-4.01,2.59,-0.07
RNASEH2A,-0.2,1.65,-18.69,17.89,-0.65
RNASEH2B,-0.34,14.74,-15.24,0.83,0.0
RNASEH2C,0.0,13.42,-6.75,-6.64,-0.03
RNASEK,-0.2,12.51,-14.72,2.62,-0.2
RNASEK-C17ORF49,-0.2,12.51,-14.72,2.62,-0.2
RNASEL,0.0,-0.16,-9.56,9.91,-0.2
RNASET2,-0.25,12.62,-15.69,3.32,0.0
RND1,-0.81,0.37,-5.8,5.93,0.32
RND2,-0.03,5.59,-11.61,5.88,0.17
RND3,0.17,1.86,-5.01,2.98,0.0
RNF10,-0.2,-0.82,-2.61,4.23,-0.61
RNF103,0.0,2.47,-5.42,2.79,0.17
RNF103-CHMP3,0.0,2.47,-5.22,2.59,0.17
RNF11,0.17,-30.75,20.09,10.49,0.0
RNF111,0.17,8.66,-11.12,2.29,0.0
RNF112,0.17,8.21,-13.77,5.6,-0.22
RNF113B,-0.05,9.51,-10.69,1.63,-0.39
RNF114,0.0,1.94,-31.33,29.05,0.34
RNF115,0.0,-14.05,4.22,9.86,-0.03
RNF121,0.17,13.32,-5.47,-7.62,-0.39
RNF122,0.0,8.38,-8.09,-0.29,0.0
RNF123,-0.98,1.77,-7.72,7.13,-0.2
RNF125,0.0,-1.48,-5.33,6.66,0.14
RNF126,0.34,1.17,-19.0,19.83,-2.35
RNF126P1,0.0,3.99,-10.07,5.96,0.13
RNF13,-0.2,0.74,-11.52,10.29,0.69
RNF130,-0.22,-0.99,-4.71,6.51,-0.59
RNF133,0.0,0.08,-47.3,47.53,-0.31
RNF135,-0.03,8.8,-13.87,5.29,-0.2
RNF138,0.0,-1.48,-5.33,6.66,0.14
RNF138P1,0.17,1.35,-7.83,6.32,0.0
RNF139,0.0,5.93,2.82,-5.12,-3.62
RNF14,0.0,-0.83,-4.83,5.67,-0.03
RNF141,-1.83,3.0,1.76,-2.53,-0.39
RNF144A,-0.2,1.74,-4.4,2.56,0.3
RNF144B,-0.2,6.75,-9.18,2.49,0.14
RNF145,-0.22,-1.93,-2.99,5.53,-0.39
RNF146,0.0,13.14,-16.11,2.97,0.0
RNF148,0.0,0.08,-47.47,47.53,-0.14
RNF149,0.17,3.57,-6.18,2.46,-0.03
RNF150,-1.42,-9.67,7.09,4.0,0.0
RNF151,0.17,10.27,-14.58,3.99,0.14
RNF152,0.17,-0.94,-5.16,6.32,-0.39
RNF157,0.0,5.43,-11.81,7.24,-0.85
RNF165,0.0,-1.43,-5.26,6.51,0.17
RNF166,0.86,12.05,-16.43,3.52,0.0
RNF167,0.0,12.31,-14.71,2.59,-0.2
RNF168,-1.4,1.6,-10.85,10.36,0.27
RNF169,0.0,13.46,-5.79,-7.65,-0.03
RNF17,-0.83,9.64,-10.69,2.28,-0.39
RNF170,0.0,7.13,-6.42,-0.32,-0.39
RNF175,-1.62,-10.87,8.46,4.03,0.0
RNF180,0.0,1.66,-7.85,6.19,0.0
RNF181,0.0,2.64,-6.08,2.76,0.69
RNF182,-0.39,7.21,-9.29,2.66,-0.2
RNF183,0.0,1.58,-10.7,8.98,0.14
RNF185,0.17,22.67,-24.18,1.56,-0.22
RNF186,0.17,-27.6,17.44,9.83,0.17
RNF187,-0.2,1.42,-9.78,8.41,0.14
RNF19A,0.0,5.63,0.89,-5.35,-1.17
RNF19B,0.0,-29.65,17.96,11.01,0.69
RNF2,0.0,-0.55,-9.38,9.94,0.0
RNF20,0.0,1.97,-10.95,9.17,-0.2
RNF207,-0.22,-18.05,8.71,9.55,0.0
RNF208,0.0,2.95,-10.52,7.85,-0.29
RNF212,0.13,0.98,-3.66,2.56,0.0
RNF213,-0.03,7.3,-10.96,4.87,-1.17
RNF214,-0.2,11.48,0.15,-10.24,-1.2
RNF215,0.0,23.09,-23.5,0.61,-0.2
RNF216,-0.39,-0.29,-56.22,56.46,0.44
RNF216P1,-0.78,-0.46,-56.22,56.82,0.64
RNF217,0.17,12.75,-15.89,2.97,0.0
RNF219,-0.26,11.47,-12.15,0.96,-0.03
RNF220,0.0,-32.18,21.02,10.83,0.32
RNF222,-0.2,11.15,-13.85,3.28,-0.39
RNF223,-0.64,-22.84,11.91,11.08,0.49
RNF224,0.0,2.95,-10.52,7.85,-0.29
RNF24,0.0,1.55,-31.18,29.85,-0.22
RNF25,-0.03,1.22,-3.84,2.83,-0.2
RNF26,0.0,11.15,1.84,-11.0,-2.01
RNF31,-0.2,16.91,-17.75,2.21,-1.17
RNF32,-0.03,1.24,-50.07,49.42,-0.56
RNF34,0.17,-0.65,-2.78,3.87,-0.61
RNF38,0.34,13.95,-22.32,7.71,0.32
RNF39,0.0,8.41,-10.55,2.34,-0.2
RNF4,0.0,0.51,-3.02,2.51,0.0
RNF40,0.17,8.85,-13.13,4.1,0.0
RNF41,-0.05,-0.15,-6.33,5.9,0.64
RNF43,0.0,4.38,-10.07,5.94,-0.25
RNF44,-0.05,-1.14,-5.12,6.53,-0.22
RNF5,0.0,7.92,-10.41,2.68,-0.2
RNF5P1|chr6,0.0,7.92,-10.41,2.68,-0.2
RNF5P1|chr8,0.0,7.91,-7.62,-0.1,-0.2
RNF6,-1.0,10.34,-11.24,2.28,-0.39
RNF7,0.17,0.93,-11.74,10.29,0.34
RNF8,0.17,7.84,-11.05,2.9,0.13
RNFT1,0.0,4.74,-10.04,5.94,-0.64
RNFT2,-0.2,-1.18,-2.85,4.87,-0.64
RNGTT,0.0,11.04,-13.65,2.61,0.0
RNH1,-2.83,5.31,0.26,-2.7,-0.03
RNLS,6.09,60.02,-66.26,-0.03,0.17
RNMT,0.0,-1.63,-4.13,5.59,0.17
RNMTL1,0.0,11.53,-13.35,2.22,-0.39
RNPC3,-0.2,-30.98,20.76,10.44,-0.03
RNPEP,0.0,-0.77,-9.65,10.62,-0.2
RNPEPL1,-3.42,-0.5,0.88,3.05,0.0
RNPS1,0.17,9.73,-14.41,4.36,0.14
RNU11,0.0,-28.64,18.01,10.32,0.32
RNU12,-0.25,21.18,-21.01,0.45,-0.39
RNU4ATAC,0.0,3.59,-6.38,2.79,0.0
RNU5D-1,0.17,0.17,-5.95,5.43,0.17
RNU5E-1,0.17,0.17,-5.95,5.43,0.17
RNU5F-1,0.17,2.5,-10.69,7.85,0.17
RNU6ATAC,0.34,3.57,-11.1,7.24,-0.05
RNU86,0.0,21.35,-22.3,1.36,-0.42
RNY4,0.0,10.96,-14.5,3.53,0.0
RNY5,-0.83,-0.21,-5.38,6.27,0.14
ROBO1,-0.22,1.01,-9.17,8.38,0.0
ROBO2,-0.39,1.18,-8.99,8.21,0.0
ROBO3,0.0,12.18,1.18,-11.0,-2.37
ROBO4,0.0,12.18,1.18,-11.0,-2.37
ROCK1,-0.2,-1.29,-4.3,5.78,0.0
ROCK1P1,-0.2,-0.22,-4.04,4.65,-0.2
ROCK2,-0.2,1.61,-3.71,2.0,0.3
ROGDI,0.0,8.7,-13.72,4.68,0.34
ROM1,0.0,13.34,-6.21,-6.75,-0.39
ROMO1,0.0,2.16,-31.5,29.33,0.0
ROPN1,-0.59,2.8,-11.27,8.89,0.17
ROPN1B,-0.59,2.46,-11.1,9.24,0.0
ROPN1L,-0.39,-0.27,-5.58,6.46,-0.22
ROR1,0.17,-32.4,21.05,11.01,0.17
ROR2,0.34,1.97,-11.14,8.86,-0.03
RORA,1.03,8.14,-11.83,2.66,0.0
RORB,0.34,2.81,-11.29,7.97,0.17
